PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30671448","Personalized Approach to Severe Asthma","Heffler E, Canonica GW, Diamant Z, Fonseca J, Malinovschi A.","Biomed Res Int. 2018 Dec 24;2018:2465172. doi: 10.1155/2018/2465172. eCollection 2018.","Heffler E","Biomed Res Int","2018","2019/01/24","PMC6323523","","10.1155/2018/2465172"
"30670942","Neurochemical Modifications in the Hippocampus, Cortex and Hypothalamus of Mice Exposed to Long-Term High-Fat Diet","Lizarbe B, Soares AF, Larsson S, Duarte JMN.","Front Neurosci. 2019 Jan 8;12:985. doi: 10.3389/fnins.2018.00985. eCollection 2018.","Lizarbe B","Front Neurosci","2019","2019/01/24","PMC6331468","","10.3389/fnins.2018.00985"
"30670722","Using a Targeted Proteomics Chip to Explore Pathophysiological Pathways for Incident Diabetes- The Malmö Preventive Project","Molvin J, Pareek M, Jujic A, Melander O, Råstam L, Lindblad U, Daka B, Leósdóttir M, Nilsson PM, Olsen MH, Magnusson M.","Sci Rep. 2019 Jan 22;9(1):272. doi: 10.1038/s41598-018-36512-y.","Molvin J","Sci Rep","2019","2019/01/24","PMC6342982","","10.1038/s41598-018-36512-y"
"30670700","Avian UV vision enhances leaf surface contrasts in forest environments","Tedore C, Nilsson DE.","Nat Commun. 2019 Jan 22;10(1):238. doi: 10.1038/s41467-018-08142-5.","Tedore C","Nat Commun","2019","2019/01/24","PMC6342963","","10.1038/s41467-018-08142-5"
"30670697","Multi-ancestry study of blood lipid levels identifies four loci interacting with physical activity","Kilpeläinen TO, Bentley AR, Noordam R, Sung YJ, Schwander K, Winkler TW, Jakupović H, Chasman DI, Manning A, Ntalla I, Aschard H, Brown MR, de Las Fuentes L, Franceschini N, Guo X, Vojinovic D, Aslibekyan S, Feitosa MF, Kho M, Musani SK, Richard M, Wang H, Wang Z, Bartz TM, Bielak LF, Campbell A, Dorajoo R, Fisher V, Hartwig FP, Horimoto ARVR, Li C, Lohman KK, Marten J, Sim X, Smith AV, Tajuddin SM, Alver M, Amini M, Boissel M, Chai JF, Chen X, Divers J, Evangelou E, Gao C, Graff M, Harris SE, He M, Hsu FC, Jackson AU, Zhao JH, Kraja AT, Kühnel B, Laguzzi F, Lyytikäinen LP, Nolte IM, Rauramaa R, Riaz M, Robino A, Rueedi R, Stringham HM, Takeuchi F, van der Most PJ, Varga TV, Verweij N, Ware EB, Wen W, Li X, Yanek LR, Amin N, Arnett DK, Boerwinkle E, Brumat M, Cade B, Canouil M, Chen YI, Concas MP, Connell J, de Mutsert R, de Silva HJ, de Vries PS, Demirkan A, Ding J, Eaton CB, Faul JD, Friedlander Y, Gabriel KP, Ghanbari M, Giulianini F, Gu CC, Gu D, Harris TB, He J, Heikkinen S, Heng CK, Hunt SC, Ikram MA, Jonas JB, Koh WP, Komulainen P, Krieger JE, et al.","Nat Commun. 2019 Jan 22;10(1):376. doi: 10.1038/s41467-018-08008-w.","Kilpeläinen TO","Nat Commun","2019","2019/01/24","PMC6342931","","10.1038/s41467-018-08008-w"
"30669579","Ambient Temperature and Associations with Daily Visits to a Psychiatric Emergency Unit in Sweden","Carlsen HK, Oudin A, Steingrimsson S, Oudin Åström D.","Int J Environ Res Public Health. 2019 Jan 21;16(2):286. doi: 10.3390/ijerph16020286.","Carlsen HK","Int J Environ Res Public Health","2019","2019/01/24","PMC6352115","","10.3390/ijerph16020286"
"30667357","Quantitative analysis of auxin sensing in leaf primordia argues against proposed role in regulating leaf dorsoventrality","Bhatia N, Åhl H, Jönsson H, Heisler MG.","Elife. 2019 Jan 22;8:e39298. doi: 10.7554/eLife.39298.","Bhatia N","Elife","2019","2019/01/23","PMC6342526","","10.7554/eLife.39298"
"30666289","Ewing sarcoma of the mobile spine; predictive factors for survival, neurological function and local control. A Scandinavian sarcoma group study with a mean follow-up of 12 years","Hesla AC, Bruland ØS, Jebsen N, Styring E, Eriksson S, Tsagozis P.","J Bone Oncol. 2018 Dec 26;14:100216. doi: 10.1016/j.jbo.2018.100216. eCollection 2019 Feb.","Hesla AC","J Bone Oncol","2018","2019/01/23","PMC6329704","","10.1016/j.jbo.2018.100216"
"30664635","Author Correction: Genome-wide association study identifies susceptibility loci for B-cell childhood acute lymphoblastic leukemia","Vijayakrishnan J, Studd J, Broderick P, Kinnersley B, Holroyd A, Law PJ, Kumar R, Allan JM, Harrison CJ, Moorman AV, Vora A, Roman E, Rachakonda S, Kinsey SE, Sheridan E, Thompson PD, Irving JA, Koehler R, Hoffmann P, Nöthen MM, Heilmann-Heimbach S, Jöckel KH, Easton DF, Pharaoh PDP, Dunning AM, Peto J, Canzian F, Swerdlow A, Eeles RA, Kote-Jarai Z, Muir K, Pashayan N; PRACTICAL consortium, Greaves M, Zimmerman M, Bartram CR, Schrappe M, Stanulla M, Hemminki K, Houlston RS.","Nat Commun. 2019 Jan 21;10(1):419. doi: 10.1038/s41467-018-08106-9.","Vijayakrishnan J","Nat Commun","2019","2019/01/22","PMC6341085","","10.1038/s41467-018-08106-9"
"30664466","Digital Recruitment and Acceptance of a Stepwise Model to Prevent Chronic Disease in the Danish Primary Care Sector: Cross-Sectional Study","Larsen LB, Sondergaard J, Thomsen JL, Halling A, Sønderlund AL, Christensen JR, Thilsing T.","J Med Internet Res. 2019 Jan 21;21(1):e11658. doi: 10.2196/11658.","Larsen LB","J Med Internet Res","2019","2019/01/22","PMC6360391","","10.2196/11658"
"30664196","Expression of flTF and asTF splice variants in various cell strains and tissues","Pan L, Yu Y, Yu M, Yao S, Mu Q, Luo G, Xu N.","Mol Med Rep. 2019 Mar;19(3):2077-2086. doi: 10.3892/mmr.2019.9843. Epub 2019 Jan 10.","Pan L","Mol Med Rep","2019","2019/01/22","PMC6390075","","10.3892/mmr.2019.9843"
"30662785","Health Related Quality of Life in Individuals Transferred from a Needle Exchange Program and Starting Opioid Agonist Treatment","Bråbäck M, Brådvik L, Troberg K, Isendahl P, Nilsson S, Håkansson A.","J Addict. 2018 Dec 19;2018:3025683. doi: 10.1155/2018/3025683. eCollection 2018.","Bråbäck M","J Addict","2018","2019/01/22","PMC6313961","","10.1155/2018/3025683"
"30662780","Clinical and Complement Long-Term Follow-Up of a Pediatric Patient with C3 Mutation-Related Atypical Hemolytic Uremic Syndrome","Bjerre A, Bergseth G, Ludviksen JK, Stokke A, Bosnes V, Karpman D, Mollnes TE.","Case Rep Nephrol. 2018 Dec 18;2018:3810249. doi: 10.1155/2018/3810249. eCollection 2018.","Bjerre A","Case Rep Nephrol","2018","2019/01/22","PMC6312603","","10.1155/2018/3810249"
"30662691","Aortitis caused by Abiotrophia defectiva: Description of two cases","Nygren D, Älverbrandt M, Sunnerhagen T, Fagman E, Ostenfeld E, Rasmussen M.","Infect Dis Rep. 2018 Dec 5;10(3):7746. doi: 10.4081/idr.2018.7746. eCollection 2018 Nov 6.","Nygren D","Infect Dis Rep","2018","2019/01/22","PMC6315309","","10.4081/idr.2018.7746"
"30662530","Tuning the Protein Phosphorylation by Receptor Type Protein Tyrosine Phosphatase Epsilon (PTPRE) in Normal and Cancer Cells","Liang J, Shi J, Wang N, Zhao H, Sun J.","J Cancer. 2019 Jan 1;10(1):105-111. doi: 10.7150/jca.27633. eCollection 2019.","Liang J","J Cancer","2019","2019/01/22","PMC6329871","","10.7150/jca.27633"
"30662319","A framework for the joint institutionalization of climate change mitigation and adaptation in city administrations","Göpfert C, Wamsler C, Lang W.","Mitig Adapt Strateg Glob Chang. 2019;24(1):1-21. doi: 10.1007/s11027-018-9789-9. Epub 2018 Mar 1.","Göpfert C","Mitig Adapt Strateg Glob Chang","2019","2019/01/22","PMC6320744","","10.1007/s11027-018-9789-9"
"30661430","Changing Epidemiology of Hypoplastic Left Heart Syndrome: Results of a National Swedish Cohort Study","Öhman A, El-Segaier M, Bergman G, Hanséus K, Malm T, Nilsson B, Pivodic A, Rydberg A, Sonesson SE, Mellander M.","J Am Heart Assoc. 2019 Jan 22;8(2):e010893. doi: 10.1161/JAHA.118.010893.","Öhman A","J Am Heart Assoc","2019","2019/01/22","PMC6497328","","10.1161/JAHA.118.010893"
"30661267","Effects of dofetilide and ranolazine on atrial fibrillatory rate in a horse model of acutely induced atrial fibrillation","Carstensen H, Hesselkilde EZ, Haugaard MM, Flethøj M, Carlson J, Pehrson S, Jespersen T, Platonov PG, Buhl R.","J Cardiovasc Electrophysiol. 2019 Apr;30(4):596-606. doi: 10.1111/jce.13849. Epub 2019 Jan 28.","Carstensen H","J Cardiovasc Electrophysiol","2019","2019/01/21","PMC6849868","","10.1111/jce.13849"
"30659169","The association between midlife serum high-density lipoprotein and mild cognitive impairment and dementia after 19 years of follow-up","Svensson T, Sawada N, Mimura M, Nozaki S, Shikimoto R, Tsugane S.","Transl Psychiatry. 2019 Jan 18;9(1):26. doi: 10.1038/s41398-018-0336-y.","Svensson T","Transl Psychiatry","2019","2019/01/20","PMC6338778","","10.1038/s41398-018-0336-y"
"30656566","Spatial and Social Distance at the Onset of the Fertility Transition: Sweden, 1880-1900","Klüsener S, Dribe M, Scalone F.","Demography. 2019 Feb;56(1):169-199. doi: 10.1007/s13524-018-0737-9.","Klüsener S","Demography","2019","2019/01/19","PMC6514273","","10.1007/s13524-018-0737-9"
"30656477","Genotypes of HLA, TCF7L2, and FTO as potential modifiers of the association between sweetened beverage consumption and risk of LADA and type 2 diabetes","Löfvenborg JE, Ahlqvist E, Alfredsson L, Andersson T, Dorkhan M, Groop L, Tuomi T, Wolk A, Carlsson S.","Eur J Nutr. 2020 Feb;59(1):127-135. doi: 10.1007/s00394-019-01893-x. Epub 2019 Jan 17.","Löfvenborg JE","Eur J Nutr","2020","2019/01/19","PMC7000500","","10.1007/s00394-019-01893-x"
"30656357","Structural imaging findings on non-enhanced computed tomography are severely underreported in the primary care diagnostic work-up of subjective cognitive decline","Håkansson C, Torisson G, Londos E, Hansson O, van Westen D.","Neuroradiology. 2019 Apr;61(4):397-404. doi: 10.1007/s00234-019-02156-6. Epub 2019 Jan 17.","Håkansson C","Neuroradiology","2019","2019/01/19","PMC6431302","","10.1007/s00234-019-02156-6"
"30655665","Effects of baseline symptom burden on treatment response in COPD","Martinez FJ, Abrahams RA, Ferguson GT, Bjermer L, Grönke L, Voß F, Singh D.","Int J Chron Obstruct Pulmon Dis. 2019 Jan 4;14:181-194. doi: 10.2147/COPD.S179912. eCollection 2019.","Martinez FJ","Int J Chron Obstruct Pulmon Dis","2019","2019/01/19","PMC6324615","","10.2147/COPD.S179912"
"30655575","Vertical Gate-All-Around Nanowire GaSb-InAs Core-Shell n-Type Tunnel FETs","Vasen T, Ramvall P, Afzalian A, Doornbos G, Holland M, Thelander C, Dick KA, Wernersson L-, Passlack M.","Sci Rep. 2019 Jan 17;9(1):202. doi: 10.1038/s41598-018-36549-z.","Vasen T","Sci Rep","2019","2019/01/19","PMC6336843","","10.1038/s41598-018-36549-z"
"30655474","Nanoscale mapping of carrier collection in single nanowire solar cells using X-ray beam induced current","Chayanun L, Otnes G, Troian A, Hammarberg S, Salomon D, Borgström MT, Wallentin J.","J Synchrotron Radiat. 2019 Jan 1;26(Pt 1):102-108. doi: 10.1107/S1600577518015229. Epub 2019 Jan 1.","Chayanun L","J Synchrotron Radiat","2019","2019/01/19","PMC6337893","","10.1107/S1600577518015229"
"30655385","Genetic Contribution to the Divergence in Type 1 Diabetes Risk Between Children From the General Population and Children From Affected Families","Hippich M, Beyerlein A, Hagopian WA, Krischer JP, Vehik K, Knoop J, Winker C, Toppari J, Lernmark Å, Rewers MJ, Steck AK, She JX, Akolkar B, Robertson CC, Onengut-Gumuscu S, Rich SS, Bonifacio E, Ziegler AG; TEDDY Study Group; Teddy Study Group.","Diabetes. 2019 Apr;68(4):847-857. doi: 10.2337/db18-0882. Epub 2019 Jan 17.","Hippich M","Diabetes","2019","2019/01/19","PMC6425872","","10.2337/db18-0882"
"30654845","Liver DNA methylation of FADS2 associates with FADS2 genotype","Walle P, Männistö V, de Mello VD, Vaittinen M, Perfilyev A, Hanhineva K, Ling C, Pihlajamäki J.","Clin Epigenetics. 2019 Jan 17;11(1):10. doi: 10.1186/s13148-019-0609-1.","Walle P","Clin Epigenetics","2019","2019/01/19","PMC6337806","","10.1186/s13148-019-0609-1"
"30653537","Formal comment on ""Systematic review of the predictors of statin adherence for the primary prevention of cardiovascular disease""","Diamond DM, de Lorgeril M, Kendrick M, Ravnskov U, Rosch PJ.","PLoS One. 2019 Jan 17;14(1):e0205138. doi: 10.1371/journal.pone.0205138. eCollection 2019.","Diamond DM","PLoS One","2019","2019/01/18","PMC6336291","","10.1371/journal.pone.0205138"
"30653224","Association of Genetic vs Environmental Factors in Swedish Adoptees With Clinically Significant Tinnitus","Cederroth CR, PirouziFard M, Trpchevska N, Idrizbegovic E, Canlon B, Sundquist J, Sundquist K, Zöller B.","JAMA Otolaryngol Head Neck Surg. 2019 Mar 1;145(3):222-229. doi: 10.1001/jamaoto.2018.3852.","Cederroth CR","JAMA Otolaryngol Head Neck Surg","2019","2019/01/18","PMC6439751","","10.1001/jamaoto.2018.3852"
"30652299","Early-Life Assets in Oldest-Old Age: Evidence From Primary Care Reform in Early Twentieth Century Sweden","Lazuka V.","Demography. 2019 Apr;56(2):679-706. doi: 10.1007/s13524-018-0758-4.","Lazuka V","Demography","2019","2019/01/18","PMC6449494","","10.1007/s13524-018-0758-4"
"30652277","Patient Characteristics and General Practitioners' Advice to Stop Statins in Oldest-Old Patients: a Survey Study Across 30 Countries","van der Ploeg MA, Streit S, Achterberg WP, Beers E, Bohnen AM, Burman RA, Collins C, Franco FG, Gerasimovska-Kitanovska B, Gintere S, Gomez Bravo R, Hoffmann K, Iftode C, Peštić SK, Koskela TH, Kurpas D, Maisonneuve H, Mallen CD, Merlo C, Mueller Y, Muth C, Petrazzuoli F, Rodondi N, Rosemann T, Sattler M, Schermer T, Šter MP, Švadlenková Z, Tatsioni A, Thulesius H, Tkachenko V, Torzsa P, Tsopra R, Tuz C, Vaes B, Viegas RPA, Vinker S, Wallis KA, Zeller A, Gussekloo J, Poortvliet RKE.","J Gen Intern Med. 2019 Sep;34(9):1751-1757. doi: 10.1007/s11606-018-4795-x. Epub 2019 Jan 16.","van der Ploeg MA","J Gen Intern Med","2019","2019/01/18","PMC6711940","","10.1007/s11606-018-4795-x"
"30651721","The effect of 2D and 3D cell cultures on treatment response, EMT profile and stem cell features in head and neck cancer","Melissaridou S, Wiechec E, Magan M, Jain MV, Chung MK, Farnebo L, Roberg K.","Cancer Cell Int. 2019 Jan 14;19:16. doi: 10.1186/s12935-019-0733-1. eCollection 2019.","Melissaridou S","Cancer Cell Int","2019","2019/01/18","PMC6332598","","10.1186/s12935-019-0733-1"
"30651568","Permafrost is warming at a global scale","Biskaborn BK, Smith SL, Noetzli J, Matthes H, Vieira G, Streletskiy DA, Schoeneich P, Romanovsky VE, Lewkowicz AG, Abramov A, Allard M, Boike J, Cable WL, Christiansen HH, Delaloye R, Diekmann B, Drozdov D, Etzelmüller B, Grosse G, Guglielmin M, Ingeman-Nielsen T, Isaksen K, Ishikawa M, Johansson M, Johannsson H, Joo A, Kaverin D, Kholodov A, Konstantinov P, Kröger T, Lambiel C, Lanckman JP, Luo D, Malkova G, Meiklejohn I, Moskalenko N, Oliva M, Phillips M, Ramos M, Sannel ABK, Sergeev D, Seybold C, Skryabin P, Vasiliev A, Wu Q, Yoshikawa K, Zheleznyak M, Lantuit H.","Nat Commun. 2019 Jan 16;10(1):264. doi: 10.1038/s41467-018-08240-4.","Biskaborn BK","Nat Commun","2019","2019/01/18","PMC6335433","","10.1038/s41467-018-08240-4"
"32913777","Countertransference in Swedish psychotherapists: testing the factor structure of the Therapist Response Questionnaire","Berg J, Lundh LG, Falkenstrom F.","Res Psychother. 2019 Jan 17;22(1):331. doi: 10.4081/ripppo.2019.331. eCollection 2019 Apr 19.","Berg J","Res Psychother","2019","2020/09/11","PMC7453160","","10.4081/ripppo.2019.331"
"30649175","Cardiovascular Risk Factors Associated With Venous Thromboembolism","Gregson J, Kaptoge S, Bolton T, Pennells L, Willeit P, Burgess S, Bell S, Sweeting M, Rimm EB, Kabrhel C, Zöller B, Assmann G, Gudnason V, Folsom AR, Arndt V, Fletcher A, Norman PE, Nordestgaard BG, Kitamura A, Mahmoodi BK, Whincup PH, Knuiman M, Salomaa V, Meisinger C, Koenig W, Kavousi M, Völzke H, Cooper JA, Ninomiya T, Casiglia E, Rodriguez B, Ben-Shlomo Y, Després JP, Simons L, Barrett-Connor E, Björkelund C, Notdurfter M, Kromhout D, Price J, Sutherland SE, Sundström J, Kauhanen J, Gallacher J, Beulens JWJ, Dankner R, Cooper C, Giampaoli S, Deen JF, Gómez de la Cámara A, Kuller LH, Rosengren A, Svensson PJ, Nagel D, Crespo CJ, Brenner H, Albertorio-Diaz JR, Atkins R, Brunner EJ, Shipley M, Njølstad I, Lawlor DA, van der Schouw YT, Selmer RM, Trevisan M, Verschuren WMM, Greenland P, Wassertheil-Smoller S, Lowe GDO, Wood AM, Butterworth AS, Thompson SG, Danesh J, Di Angelantonio E, Meade T; Emerging Risk Factors Collaboration.","JAMA Cardiol. 2019 Feb 1;4(2):163-173. doi: 10.1001/jamacardio.2018.4537.","Gregson J","JAMA Cardiol","2019","2019/01/17","PMC6386140","EMS81892","10.1001/jamacardio.2018.4537"
"30647920","Forces applied at the footrest during ergometer kayaking among female athletes at different competing levels - a pilot study","Tornberg ÅB, Håkansson P, Svensson I, Wollmer P.","BMC Sports Sci Med Rehabil. 2019 Jan 9;11:1. doi: 10.1186/s13102-018-0113-5. eCollection 2019.","Tornberg ÅB","BMC Sports Sci Med Rehabil","2019","2019/01/17","PMC6327426","","10.1186/s13102-018-0113-5"
"30647915","Nurturing tomorrow's leaders: The ISCB Student Council Symposia in 2018","Parisi D, Olguín-Orellana GJ, Draizen EJ, Da Rocha Coimbra N, Papadopoulos N, Kirchen S, Gladbach YS, Fadra N, Fatima N, Alex Namasivayam A, Shome S, DeBlasio D, Monzon AM, Rahman F, Parra RG.","F1000Res. 2019 Jan 9;8:ISCB Comm J-34. doi: 10.12688/f1000research.17739.1. eCollection 2019.","Parisi D","F1000Res","2019","2019/01/17","PMC6329205","","10.12688/f1000research.17739.1"
"30647912","Disulfiram repurposing combined with nutritional copper supplement as add-on to chemotherapy in recurrent glioblastoma (DIRECT): Study protocol for a randomized controlled trial","Jakola AS, Werlenius K, Mudaisi M, Hylin S, Kinhult S, Bartek J Jr, Salvesen Ø, Carlsen SM, Strandéus M, Lindskog M, Löfgren D, Rydenhag B, Carstam L, Gulati S, Solheim O, Bartek J, Solheim T.","F1000Res. 2018 Nov 15;7:1797. doi: 10.12688/f1000research.16786.1. eCollection 2018.","Jakola AS","F1000Res","2018","2019/01/17","PMC6325620","","10.12688/f1000research.16786.1"
"30647842","Anti-C1-inactivator treatment of glioblastoma","Förnvik K, Ahlstedt J, Osther K, Salford LG, Redebrandt HN.","Oncotarget. 2018 Dec 21;9(100):37421-37428. doi: 10.18632/oncotarget.26456. eCollection 2018 Dec 21.","Förnvik K","Oncotarget","2018","2019/01/17","PMC6324776","","10.18632/oncotarget.26456"
"30647405","The ALK inhibitor AZD3463 effectively inhibits growth of sorafenib-resistant acute myeloid leukemia","Moharram SA, Shah K, Khanum F, Rönnstrand L, Kazi JU.","Blood Cancer J. 2019 Jan 15;9(2):5. doi: 10.1038/s41408-018-0169-1.","Moharram SA","Blood Cancer J","2019","2019/01/17","PMC6333797","","10.1038/s41408-018-0169-1"
